OBJECTID,CTP Project ID,CTP Project Name,County,TBU Facility,CTP Doc URL,Longitude,Latitude,Transportation Business Unit,District,x,y
1167,MTA1472,LTR Howard Street Rail Replacement,Areawide,Light Rail,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=204,-76.619603,39.291888,Maryland Transit Administration,0,-8529255.1907,4763568.6856
1168,MTAPRJ002166,BUS Division Electrification Program Phase I,Baltimore City,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=221,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1169,MTAPRJ002240,AGY Penn Station Multimodal Access Investments,Baltimore City,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=238,-76.615709,39.3076050000001,Maryland Transit Administration,0,-8528821.7126,4765829.6202
1170,MTAPRJ002121,BUS Fast Forward Dedicated Bus Lanes,Baltimore City,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=224,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1171,MTAPRJ002211,AGY RTP Corridor Program Management and Development,Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=244,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1172,MTAPRJ002136,BUS Fuel Cell Electric Buses and Hydrogen Infrastructure,Areawide,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=221,-76.615955,39.284932,Maryland Transit Administration,0,-8528849.0972,4762568.2074
1173,MTAPRJ002327,MARC Penn Station Master Plan (Assoc. Projects),Areawide,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=261,-76.615709,39.3076050000001,Maryland Transit Administration,0,-8528821.7126,4765829.6202
1174,MTA1206,AGY Southern Maryland Rapid Transit Study,Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=251,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1175,MTA1396,AGY Information Technology Preservation,Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=227,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1176,MTA1517,AGY Downtown Transfer Center D&E,Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=216,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1177,MTA1566,AGY Innovation Fund,Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=243,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1178,MTA1592,AGY Oil/Water Separator Replacement,Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=259,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1179,MTA1593,AGY Station Communication Cabinet Upgrade,Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=259,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1180,MTAPRJ001677,"AGY - Transit Innovation, Holding",Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=243,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1181,MTAPRJ001745,AGY LED Lighting Replacement,Areawide,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=262,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1182,MTAPRJ001746,AGY Vehicular and Pedestrian Door Replacement,Baltimore,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=213,-76.6140074589999,39.28971045,Maryland Transit Administration,4,-8528632.298,4763255.4789
1183,MTA0183,MARC Joint Benefit Projects - Amtrak,Areawide,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=190,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1184,MTA0210,LOTS Elderly & Disabled Non-Profit Services - 5310,Areawide,LOTS,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=271,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1185,MTA0211,LOTS Rural/Small Urban Sys - 5309,Areawide,LOTS,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=271,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1186,MTA0212,FRT Grade Crossing Rehab Fund,Areawide,Freight,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=198,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1187,MTA0213,FRT Bridge Rehab Fund,Statewide,Freight,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=198,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1188,MTA0217,LOTS Small Urban Area Transit Sys - 5307,Areawide,LOTS,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=271,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1189,MTA0218,LOTS Rural Area Transit Systems - 5311,Areawide,LOTS,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=271,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1190,MTA0239,MTR Bridge & Elevated Structures Preservation Fund,Areawide,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=200,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1191,MTA1223,MTR Interlocking Renewals,Areawide,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=205,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1192,MTA1333,BUS Unified Systems Architecture (USA),Areawide,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=217,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1193,MTA1347,LOTS JARC,Areawide,LOTS,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=271,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1194,MTA1348,LOTS New Freedom,Areawide,LOTS,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=271,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1195,MTA1442,LOTS TDP,Areawide,LOTS,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=271,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1196,MTA1447,Bus Replacement,Areawide,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=218,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1197,MTA1456,AGY ITP Migration to MD First 700Mhz Network,Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=229,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1198,MTA1465,LTR Light Rail Maintenance of Way Improvements,Areawide,Light Rail,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=200,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1199,MTA1466,LTR Light Rail Cable Replacement,Areawide,Light Rail,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=202,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1200,MTA1469,BUS Baltimore Link Transitways,Areawide,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=215,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1201,MTA1470,BUS Baltimore Link Transit Signal Priority (TSP),Areawide,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=215,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1202,MTA1511,AGY Transit Innovation Grant,Statewide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=236,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1203,MTA1521,LTR Train Control Signals UPS Upgrade,Areawide,Light Rail,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=202,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1204,MTA1524,BUS Beyond the Stop,Areawide,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=214,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1205,MTA1537,BUS Priority Corridors,Areawide,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=215,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1206,MTA1553,LTR Load Break Disconnect Feeder - Tie Switches,Areawide,Light Rail,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=202,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1207,MTA1554,LTR Traction Power Substation Major Rehabilitation,Areawide,Light Rail,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=202,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1208,MTA1555,LTR Wide Area Network OTN Replacement,Areawide,Light Rail,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=202,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1209,MTA1557,MTR Rehabilitation of Vent Shaft - Associated Surface Grating,Areawide,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=210,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1210,MTA1559,AGY Electric Systems Upgrade,Areawide,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=209,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1211,MTA1562,MTR AVTEC Replacement,Areawide,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=209,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1212,MTAPRJ001710,AGY Regional Transit Plan Corridor Studies,Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=244,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1213,MTAPRJ001724,LTR Repairs to Bridges and WS Structures,Areawide,Light Rail,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=260,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1214,MTAPRJ001729,AGY Central Maryland Regional Coordination Studies,Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=245,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1215,MTAPRJ001730,AGY Rail Ridership and Accessibility Planning,Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=245,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1216,MTAPRJ001798,"AGY MTA Elevators Structural, Architectural, ADA, Civil and Equipment Study",Baltimore City,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=259,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1217,MTAPRJ001799,AGY B&P Tunnel Study,Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=237,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1218,MTAPRJ001875,FRT Rail Structures Repairs Statewide,Statewide,Freight,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=198,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1219,MTAPRJ001929,FRT Rail 3rd Party Review,Statewide,Freight,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=198,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1220,MTAPRJ001930,FRT Rail Engineering Support,Statewide,Freight,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=198,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1221,MTAPRJ001972,AGY Occupational Health Management System,Areawide,Information Technology,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=259,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1222,MTAPRJ001983,AGY Technical Accessibility Reviews,Statewide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=259,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1223,MTAPRJ001990,AGY ITP DWDM Network Infrastructure,Areawide,Information Technology,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=227,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1224,MTAPRJ001991,AGY ITP Infrastructure Refresh,Areawide,Information Technology,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=227,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1225,MTAPRJ001993,AGY Dunkirk & Golden Beach Repair,Statewide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=260,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1226,MTAPRJ001996,Bus Volkswagen Agreement - Electric Buses & Charging Infrastructure,Areawide,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=220,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1227,MTAPRJ001998,AGY RTP Implementation,Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=245,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1228,MTAPRJ002020,BUS ZEB Program Management,Areawide,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=221,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1229,MTAPRJ002024,BUS Fast Forward ADA Funding,Areawide,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=224,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1230,MTAPRJ002025,BUS Fast Forward RTIS Funding,Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=224,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1231,MTAPRJ002049,AGY Fast Forward Wayfinding,Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=198,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1232,MTAPRJ002165,MARC Cornerstone Plan Update,Statewide,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=248,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1233,MTAPRJ002171,MARC Penn Line Modeling,Areawide,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=248,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1234,MTAPRJ002172,MARC Camden Line Modeling,Areawide,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=248,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1235,MTAPRJ002173,MARC Brunswick Line Modeling,Areawide,MARC,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=248,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1236,MTAPRJ002194,LTR SOGR Group Project Controls Support,Baltimore,Light Rail,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=203,-76.6140074589999,39.28971045,Maryland Transit Administration,4,-8528632.298,4763255.4789
1237,MTAPRJ002242,AGY Fast Forward Bicycle Initiatives,Areawide,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=224,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1238,MTAPRJ002222,MTR Elevator and Escalator Preservation Maintenance,Baltimore City,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=228,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1239,MTAPRJ001894,NS Red Line,Areawide,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=254,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1240,MTAPRJ001903,AGY RTP North/South Corridor Design,Areawide,Bus,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=244,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1241,MTAPRJ001918,AGY Roof Replacement Milford Mill,Baltimore,Agency Wide,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=259,-76.6140074589999,39.28971045,Maryland Transit Administration,4,-8528632.298,4763255.4789
1242,MTA1426,LOTS Inter-City Bus Route Marketing Program,Areawide,LOTS,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=271,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1243,MTA1467,LOTS Baltimore City Harbor Connector,Baltimore City,LOTS,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=271,-76.6122,39.2860620000001,Maryland Transit Administration,0,-8528431.0926,4762730.728
1244,MTAPRJ001845,MTR Interlocking Renewal - North West Yard 7 Turnouts,Baltimore City,Metro,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=205,-76.6140074589999,39.28971045,Maryland Transit Administration,0,-8528632.298,4763255.4789
1245,MVA0545,Telecommunication System Preservation & Improvement,Statewide,Information Technology,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=119,-76.612048,39.1974980000001,Motor Vehicle Administration,0,-8528414.172,4750001.0794
1246,MVA0552,Glen Burnie Reconstruction,Statewide,Building Improvements,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=118,-76.612048,39.1974980000001,Motor Vehicle Administration,0,-8528414.172,4750001.0794
1247,MVA0597,System Preservation,Statewide,Information Technology,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=119,-76.612048,39.1974980000001,Motor Vehicle Administration,0,-8528414.172,4750001.0794
1248,MVA0598,Building and Interior Modification,Statewide,Building Improvements,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=119,-76.612048,39.1974980000001,Motor Vehicle Administration,0,-8528414.172,4750001.0794
1249,MVA0645,Computer Equipment System Preservation,Statewide,Information Technology,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=119,-76.612048,39.1974980000001,Motor Vehicle Administration,0,-8528414.172,4750001.0794
1250,MVA0686,VEIP Preservation,Statewide,Building Improvements,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=120,-76.612048,39.1974980000001,Motor Vehicle Administration,0,-8528414.172,4750001.0794
1251,MVA0688,Customer Connect (MITDP),Statewide,Information Technology Project (Appr 8),https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=117,-76.612048,39.1974980000001,Motor Vehicle Administration,0,-8528414.172,4750001.0794
1252,MVA0777,Maryland Highway Safety Office Bicycle Programs,Statewide,Safety,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=119,-76.612048,39.1974980000001,Motor Vehicle Administration,0,-8528414.172,4750001.0794
1253,MVAPRJ000183,VEIP RFP Transition,Statewide,Building Improvements,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=120,-76.612048,39.1974980000001,Motor Vehicle Administration,0,-8528414.172,4750001.0794
1254,MVAPRJ000184,MDOT MVA Digital Mail,Anne Arundel,Information Technology,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=119,-76.612048,39.1974980000001,Motor Vehicle Administration,5,-8528414.172,4750001.0794
1255,MVAPRJ000185,Law Test Project,Statewide,Information Technology,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=119,-76.612048,39.1974980000001,Motor Vehicle Administration,0,-8528414.172,4750001.0794
1256,MVAPRJ000208,IT Innovation and Security,Statewide,Information Technology,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=119,-76.612048,39.1974980000001,Motor Vehicle Administration,0,-8528414.172,4750001.0794
1257,MVAPRJ000209,Pavement Rehabilitation,Statewide,Building Improvements,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=119,-76.612048,39.1974980000001,Motor Vehicle Administration,0,-8528414.172,4750001.0794
1258,MVAPRJ000210,OIR System Software Enhancement,Statewide,Information Technology,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=119,-76.612048,39.1974980000001,Motor Vehicle Administration,0,-8528414.172,4750001.0794
1259,MVAPRJ000211,Power Distribution Systems,Statewide,Building Improvements,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=119,-76.612048,39.1974980000001,Motor Vehicle Administration,0,-8528414.172,4750001.0794
